KEY	UK	EN	DE	FR
Screen/&IdentifyRitualDescription	Визнач предмет, накладаючи закляття як ритуал, не витрачаючи комірку закляття.	Identify an item by casting the spell as a ritual, without spending a spell slot.	Identifiziert einen Gegenstand, indem der Zauber als Ritual gewirkt wird, ohne einen Zauberplatz zu verwenden.	Identify an item by casting the spell as a ritual, without spending a spell slot.
Screen/&IdentifyRitualTitle	Визначити (Ритуал)	Identify (Ritual)	Identifizieren (Ritual)	Identify (Ritual)
Screen/&IdentifySpellDescription	Визначити предмет шляхом накладання закляття Визначення та використання комірки закляття.	Identify an item by casting the Identify spell and using a spell slot.	Identifiziert einen Gegenstand, indem der Zauber Identifizieren gewirkt und ein Zauberplatz verwendet wird.	Identify an item by casting the Identify spell and using a spell slot.
Screen/&IdentifySpellTitle	Визначити (Закляття)	Identify (Spell)	Identifizieren (Zauber)	Identify (Spell)
Screen/&InBattleDescription	Ваша група зараз веде поєдинок з черговим ходом.	Your party is currently engaged in a turn-based battle.	Deine Gruppe befindet sich derzeit in einem rundenbasierten Kampf.	Your party is currently engaged in a turn-based battle.
Screen/&InBattleTitle	У бою	In Battle	Im Kampf	In Battle
Screen/&InspectDescription	Відкриває екран перегляду персонажа, з якого можна отримати доступ до інвентарю, інформації про персонажа, вмінь, заклинань та опцій створення.	Opens the character view screen, from which you can access the inventory, character information, proficiencies, spells, and crafting options.	Öffnet die Charakteranzeige, von wo aus du das Inventar, die Charakterinformationen, Übung, Zauber und Herstellungsoptionen aufrufen kannst.	Opens the character view screen, from which you can access the inventory, character information, proficiencies, spells, and crafting options.
Screen/&InspectInventoryDescription	Відкрити вкладку інвентаря персонажа.	Open the character's inventory tab.	Öffne den Inventar-Reiter des Charakters.	Open the character's inventory tab.
Screen/&InspectInventoryTitle	Інвентар	Inventory	Inventar	Inventory
Screen/&InspectTitle	Оглянути	Inspect	Untersuchen	Inspect
Screen/&InspectionGiveItemToCharacterDescription	Дай цей предмет {0}.	Give this item to {0}.	Gib {0} diesen Gegenstand.	Give this item to {0}.
Screen/&InspectionSelectCharacterDescription	Оберіть цього персонажа.	Select this character.	Wähle diesen Charakter aus.	Select this character.
Screen/&InsufficientRevenue	Недостатньо	Insufficient	Nicht ausreichend	Insufficient
Screen/&InventoryCannotDropPersonalSpellbookDescription	Ви не можете викинути особистий заклинник зі спільного інвентарю.	You cannot drop a personal spellbook out of your party inventory.	Du kannst persönliche Zauberbücher nicht aus dem Inventar deiner Gruppe entfernen.	You cannot drop a personal spellbook out of your party inventory.
Screen/&InventoryCannotDropQuestItemDescription	Ви не можете викинути квестовий предмет із інвентаря вашої групи.	You cannot drop a quest item out of your party inventory.	Du kannst Missionsgegenstände nicht aus dem Inventar deiner Gruppe entfernen.	You cannot drop a quest item out of your party inventory.
Screen/&InventoryCannotLootAllDescription	Деякі предмети не поміщаються в вашому інвентарі.	Some item(s) do not fit in your inventory.	Ein oder mehrere Gegenstände passen nicht in dein Inventar.	Some item(s) do not fit in your inventory.
Screen/&InventoryCannotSellConjuredItemDescription	Ви не можете продати спрямований предмет.	You cannot sell a conjured item.	Du kannst keinen beschworenen Gegenstand verkaufen.	You cannot sell a conjured item.
Screen/&InventoryCannotSellPersonalSpellbookDescription	Ви не можете продати свій особистий заклинник.	You cannot sell your personal spellbook.	Du kannst dein persönliches Zauberbuch nicht verkaufen.	You cannot sell your personal spellbook.
Screen/&InventoryCannotSellQuestItemDescription	Не можна продати квестовий предмет.	You cannot sell a quest item.	Du kannst keinen Missionsgegenstand verkaufen.	You cannot sell a quest item.
Screen/&InventoryCannotTransferPersonalSpellbookDescription	Ви не можете передати особистий заклинник іншому персонажу.	You cannot transfer a personal spellbook to another character.	Du kannst persönliche Zauberbücher nicht auf andere Charaktere übertragen.	You cannot transfer a personal spellbook to another character.
Screen/&InventoryDescription	Відкриває екран інвентаря персонажа, з якого можна також отримати доступ до інформації про персонажа, вмінь, заклинь та опцій створення предметів.	Opens the character inventory screen, from which you can also access character information, proficiencies, spells, and crafting options.	Öffnet das Charakterinventar, von wo aus du auch die Charakterinformationen, Übung, Zauber und Herstellungsoptionen aufrufen kannst.	Opens the character inventory screen, from which you can also access character information, proficiencies, spells, and crafting options.
Screen/&InventoryForceEquipDescription	Цей предмет забороняє обладнувати будь-який інший предмет.	This item prevents any other item from being equipped.	Dieser Gegenstand verhindert, dass andere Gegenstände ausgerüstet werdet können.	This item prevents any other item from being equipped.
Screen/&InventoryItemHasAlreadyBeenLootedDescription	Цей предмет вже було розграбовано.	The item has already been looted.	Der Gegenstand wurde bereits eingesammelt.	The item has already been looted.
Screen/&InventoryMagicalUnidentifiedDescription	Цей предмет має магічні властивості, які потрібно повністю розкрити за допомогою закляття або торговця «Визначити»	This item has magical properties that require Identify (spell or merchant) to be fully revealed	Dieser Gegenstand besitzt magische Eigenschaften, die „Identifizieren“ (Zauber oder Händler) erfordern, um vollständig enthüllt zu werden.	This item has magical properties that require Identify (spell or merchant) to be fully revealed
Screen/&InventoryMaxWeightCapacityDescription	Ви не можете нести таку вагу.	You cannot carry that much weight.	Du kannst nicht so viel Gewicht tragen.	You cannot carry that much weight.
Screen/&InventorySlotAlwaysLockedDescription	Цей слот закритий і його не можна обладнати чи зняти.	This slot is locked and cannot be equipped/unequipped.	Dieser Platz ist gesperrt und kann nicht ausgerüstet/abgelegt werden.	This slot is locked and cannot be equipped/unequipped.
Screen/&InventorySlotLockedInBattleDescription	Цей слот заблокований у бою.	This slot is locked in battle.	Dieser Platz ist im Kampf gesperrt.	This slot is locked in battle.
Screen/&InventoryTitle	Інвентар	Inventory	Inventar	Inventory
Screen/&InvestigationCharacterHasBeenPickpocketedDescriptionFormat	Ви викрали кошик з {0}.	You have pickpocketed {0}.	Ihr habt {0} bestohlen.	You have pickpocketed {0}.
Screen/&InvestigationCharacterHasBeenTalkedToDescriptionFormat	Ви розмовляли з {0}.	You have talked to {0}.	Ihr habt mit {0} gesprochen.	You have talked to {0}.
Screen/&InvestigationCharacterHasInnocentSuspicionDescriptionFormat	{0} невинний.	{0} is innocent.	{0} ist unschuldig.	{0} is innocent.
Screen/&InvestigationCharacterHasMediumSuspicionDescriptionFormat	Відсутнє рядок: не повинно з'являтися в грі	Missing line: should not appear in the game	Fehlender Text: sollte nicht im Spiel erscheinen	Missing line: should not appear in the game
Screen/&InvestigationCharacterHasNotBeenPickpocketedDescriptionFormat	Ви не крали {0}.	You haven't pickpocketed {0}.	Ihr habt {0} nicht bestohlen.	You haven't pickpocketed {0}.
Screen/&InvestigationCharacterHasNotBeenTalkedToDescriptionFormat	Ви ще не розмовляли з {0}.	You haven't talked to {0} yet.	Ihr habt noch nicht mit {0} gesprochen.	You haven't talked to {0} yet.
Screen/&InvestigationCharacterHasSuspectSuspicionDescriptionFormat	{0} є підозрюваним.	{0} is a suspect.	{0} ist verdächtig.	{0} is a suspect.
Screen/&InvestigationCharacterHasTraitorSuspicionDescriptionFormat	{0} є зрадником.	{0} is a traitor.	{0} ist ein Verräter.	{0} is a traitor.
Screen/&InvestigationClueNondetectionDescription	Цей підозрюваний схований закляттям невиявлення.	This suspect is hidden by nondetection.	Dieser Verdächtige ist durch Unauffindbarkeit versteckt.	This suspect is hidden by nondetection.
Screen/&InvestigationClueNondetectionTitle	Невиявлення	Nondetection	Unauffindbarkeit	Nondetection
Screen/&InvestigationClueShapechangerDescription	Цей підозрюваний — перевертень.	This suspect is a Shapechanger.	Dieser Verdächtige ist ein Gestaltwandler.	This suspect is a Shapechanger.
Screen/&InvestigationClueShapechangerTitle	Зміючий	Shapechanger	Gestaltwandler	Shapechanger
Screen/&InvestigationSuspectCluesTitle	Знайдені підказки	Found Clues	Gefundene Hinweise	Found Clues
Screen/&InvestigationSuspectsTitle	Список підозрюваних	Suspects List	Verdächtigenliste	Suspects List
Screen/&InvocationActiveTitle	активний бонус	active bonus	Aktiver Bonus	active bonus
Screen/&InvocationInactiveTitle	неактивний	inactive	Inaktiv	inactive
Screen/&IronManModeTitle	Режим Залізної людини	Iron Man Mode	Iron-Man-Modus	Iron Man Mode
Screen/&IronManSaveCosmeticName	Кампанія Залізної людини	Iron Man Campaign	Iron-Man-Kampagne	Iron Man Campaign
Screen/&ItemSelectionTitle	Виберіть предмет	Select an Item	Wähle einen Gegenstand	Select an Item
Screen/&ItemSortAlphabeticalDescription	Сортувати за назвою предмета	Sort by item name	Nach Gegenstandsname sortieren	Sort by item name
Screen/&ItemSortAlphabeticalTitle	Назва	Name	Name	Name
Screen/&ItemSortValueDescription	Сортувати за вартістю предмета	Sort by item cost	Nach Gegenstandspreis sortieren	Sort by item cost
Screen/&ItemSortValueTitle	Вартість	Cost	Preis	Cost
Screen/&JournalAdventureDescription	Відображає журнал пригод, у якому перелічені всі події, що відбулися під час кампанії.	Display the adventure log, listing all the events that have taken place during the campaign.	Zeigt das Abenteuer-Logbuch an, in dem alle vergangenen Ereignisse der Kampagne aufgelistet sind.	Display the adventure log, listing all the events that have taken place during the campaign.
Screen/&JournalAdventureTitle	<#F5B486>С</color>писок <#F5B486>П</color>ригод	<#F5B486>A</color>dventure <#F5B486>L</color>og	<#F5B486>A</color>benteuer-<#F5B486>L</color>ogbuch	<#F5B486>A</color>dventure <#F5B486>L</color>og
Screen/&JournalBattleOutcomeTitle	Перемога	Victory	Sieg	Victory
Screen/&JournalBattleTitle	Стикнення	Encounter	Begegnung	Encounter
Screen/&JournalBattleVersusTitle	ПРОТИ	VS	VS.	VS
